Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,403,0,6800.0,7389.276888821423,108.85613699792884,28924.921650002943,103.0,10.704758303978922,0.0,6800,7400,7700,8100,8900,11000,28000,28000,29000,29000,29000
,Aggregated,403,0,6800.0,7389.276888821423,108.85613699792884,28924.921650002943,103.0,10.704758303978922,0.0,6800,7400,7700,8100,8900,11000,28000,28000,29000,29000,29000
